Tissue,Symbol,Mode,pvalcis,pvaltrans,pvalcombined,fdrcis,fdrtrans,fdrcombined,chr,pos,endpos,r2cis,r2trans,r2combined,z_cis,z_trans,z_combined,fs_cis,fs_trans,fs_combined,cis_features,trans_features,cis_weight,trans_weight,Description,Type,DirectORIndirect,Score,Average Disease Causing Likelihood
MAM,TNC,cis,2.171391931053868e-10,NaN,2.171391931053868e-10,4.377068997861218e-9,NaN,4.377068997861218e-9,9,115019575,115118257,0.005457141844579404,NaN,0.005457141844579404,6.348701994072822,NaN,6.348701994072822,12,0,0,"[""rs61570086"", ""rs3893062"", ""rs4978620"", ""rs7858535"", ""rs10123209"", ""rs7029844"", ""rs10759767"", ""rs2012775"", ""rs12378459"", ""rs10817718"", ""rs7850000"", ""rs1000111""]",String[],NaN,NaN,Tenascin C,Protein,Direct,4.79,4.8
MAM,CHRNB2,cis,8.607820492673382e-15,NaN,8.607820492673382e-15,2.697976151625751e-13,NaN,2.697976151625751e-13,1,154567778,154580013,0.0014469652585785398,NaN,0.0014469652585785398,-7.758295791428944,NaN,-7.758295791428944,16,0,0,"[""rs11264229"", ""rs2072661"", ""rs6681391"", ""rs6686399"", ""rs12130403"", ""rs1994922"", ""rs7548889"", ""rs4486443"", ""rs1127314"", ""rs9427115"", ""rs34126801"", ""rs884617"", ""rs12117101"", ""rs4292956"", ""rs6676680"", ""rs4845384""]",String[],NaN,NaN,Cholinergic Receptor Nicotinic Beta 2 Subunit,Protein,Indirect,2.43,84.8
MAM,LGI2,combined,3.2599866530734485e-7,NaN,3.260027080808611e-7,4.178955530607153e-6,NaN,4.178955530607153e-6,4,24998847,25030946,0.007705665466732789,1.2955343765465533e-15,0.007705664800545769,5.10776097707686,NaN,5.10775863317529,24,19,43,"[""rs4235327"", ""rs11729259"", ""rs4533756"", ""rs316794"", ""rs6856166"", ""rs12640501"", ""rs10939029"", ""rs115715583"", ""rs71610840"", ""rs2192448"", ""rs6843764"", ""rs11733594"", ""rs62409690"", ""rs3796785"", ""rs13101553"", ""rs6856184"", ""rs7654693"", ""rs17838934"", ""rs62409675"", ""rs17479714"", ""rs13109061"", ""rs316795"", ""rs7676482"", ""rs13118730""]","[""rs9411171"", ""rs7871596"", ""rs6777120"", ""rs6558033"", ""rs7828414"", ""rs9411179"", ""rs3829062"", ""rs4872485"", ""rs4872482"", ""rs3024711"", ""rs11145103"", ""rs2006864"", ""rs2481600"", ""rs111555588"", ""rs12343153"", ""rs3793456"", ""rs7865353"", ""rs2309394"", ""rs2871220""]",0.9999999999999996,0.9999999992752658,Leucine Rich Repeat LGI Family Member 2,Protein,Indirect,2.27,52.0
MAM,CCDC71L,cis,1.3415736280102987e-13,NaN,1.3415736280102987e-13,3.823363099935703e-12,NaN,3.823363099935703e-12,7,106654360,106661158,0.01821792431550031,NaN,0.01821792431550031,-7.40199123066765,NaN,-7.40199123066765,34,0,0,"[""rs17477177"", ""rs6945677"", ""rs6973049"", ""rs12534496"", ""rs13233537"", ""rs42165"", ""rs42160"", ""rs10246995"", ""rs58127947"", ""rs7776643"", ""rs2057980"", ""rs11762574"", ""rs56068542"", ""rs11760471"", ""rs42166"", ""rs11764876"", ""rs4730187"", ""rs42161"", ""rs11770800"", ""rs2214907"", ""rs12705390"", ""rs28714477"", ""rs7787898"", ""rs17507636"", ""rs6956565"", ""rs12705380"", ""rs6974586"", ""rs12705391"", ""rs35301188"", ""rs916686"", ""rs2011125"", ""rs62484010"", ""rs6976158"", ""rs2214909""]",String[],NaN,NaN,Coiled-Coil Domain Containing 71 Like,Protein,Direct,2.38,
MAM,NECAP1,cis,8.741437736667011e-7,NaN,8.741437736667011e-7,1.0430607657969763e-5,NaN,1.0430607657969763e-5,12,8076939,8097881,0.0051830704303788885,NaN,0.0051830704303788885,-4.918041512787959,NaN,-4.918041512787959,8,0,0,"[""rs2110067"", ""rs2889630"", ""rs2231754"", ""rs2377422"", ""rs4414303"", ""rs4883072"", ""rs11043439"", ""rs12366745""]",String[],NaN,NaN,NECAP Endocytosis Associated 1,Protein,Indirect,2.31,65.9
MAM,P2RY12,combined,2.5034627040546685e-35,NaN,2.5034631806418676e-35,2.426659402816003e-33,NaN,2.426659402816003e-33,3,151336843,151384753,0.0020441755077322665,3.2463265031022245e-19,0.002044175503728301,12.403438288028346,NaN,12.403438272777967,29,6,35,"[""rs17504"", ""rs73159926"", ""rs10513399"", ""rs13327359"", ""rs2276764"", ""rs4680405"", ""rs17282947"", ""rs6778082"", ""rs6798347"", ""rs11923424"", ""rs1231519"", ""rs17204508"", ""rs3732768"", ""rs17283052"", ""rs13070270"", ""rs4680408"", ""rs9867524"", ""rs9840232"", ""rs79320243"", ""rs10935846"", ""rs12489121"", ""rs17204501"", ""rs57781984"", ""rs12493628"", ""rs67886110"", ""rs60105866"", ""rs10935844"", ""rs10935845"", ""rs2172250""]","[""rs77526777"", ""rs2092685"", ""rs8010746"", ""rs17127632"", ""rs2092687"", ""rs112586652""]",0.9999999994416569,0.015441185471057698,Purinergic Receptor P2Y12,Protein,Direct,16.76,67.3
MAM,MAP1LC3A,combined,3.751144891218372e-10,NaN,9.064249602891036e-7,7.4186685424183995e-9,NaN,1.0791198750128728e-5,20,34546854,34560345,0.0018553823957853108,0.0005542663298800091,0.0025009538960832148,-6.264046104192143,NaN,-4.910936379650388,9,6,15,"[""rs6058094"", ""rs4911419"", ""rs55753039"", ""rs819135"", ""rs6088615"", ""rs6088543"", ""rs1205341"", ""rs6059743"", ""rs6088520""]","[""rs343919"", ""rs6807612"", ""rs13100556"", ""rs4680750"", ""rs1871361"", ""rs343918""]",0.7332275764871578,0.21340444648596346,Microtubule Associated Protein 1 Light Chain 3 Alpha,Protein,Direct,3.23,75.6
MAM,CACNB2,combined,1.3477729704214118e-6,NaN,1.3477707378637973e-6,1.5347410409374495e-5,NaN,1.5347410409374495e-5,10,18140424,18543557,0.0022351247953079395,8.66358259522965e-18,0.00223512479772723,-4.832576497379262,NaN,-4.832576827046083,4,40,44,"[""rs73595533"", ""rs1750479"", ""rs11013043"", ""rs2489194""]","[""rs9905727"", ""rs60315611"", ""rs12439744"", ""rs58470539"", ""rs12899517"", ""rs10507175"", ""rs12904103"", ""rs4711738"", ""rs12423844"", ""rs41274916"", ""rs78099598"", ""rs3105590"", ""rs11962268"", ""rs12442197"", ""rs35142441"", ""rs12427339"", ""rs73177982"", ""rs12905474"", ""rs3098197"", ""rs2812347"", ""rs3131577"", ""rs73444339"", ""rs6904371"", ""rs7046510"", ""rs3131575"", ""rs7874497"", ""rs61565615"", ""rs12825521"", ""rs3105595"", ""rs34809717"", ""rs7979648"", ""rs3823423"", ""rs10972161"", ""rs12426862"", ""rs7020310"", ""rs72740459"", ""rs3105591"", ""rs11967184"", ""rs9908207"", ""rs3763615""]",0.4782275754857442,0.49999250798467076,Calcium Voltage-Gated Channel Auxiliary Subunit Beta 2,Protein,Direct,19.45,27.2
MAM,MMAA,cis,4.822077317094458e-6,NaN,4.822077317094458e-6,4.988213446003576e-5,NaN,4.988213446003576e-5,4,145599042,145660033,0.01713481685307506,NaN,0.01713481685307506,4.572383329176628,NaN,4.572383329176628,12,0,0,"[""rs72723845"", ""rs11734721"", ""rs6810676"", ""rs4406037"", ""rs7678954"", ""rs2356208"", ""rs72723843"", ""rs12499983"", ""rs9990503"", ""rs4835257"", ""rs11722226"", ""rs10008258""]",String[],NaN,NaN,Metabolism Of Cobalamin Associated A,Protein,Indirect,2.13,59.4
MAM,PCMT1,trans,NaN,0.0005597288965986272,0.0005597288965986272,NaN,0.003565688788352228,0.003565688788352228,6,149749443,149811420,NaN,0.004881275928499303,0.004881275928499303,NaN,-3.450413312213791,-3.450413312213791,0,13,0,String[],"[""rs73038028"", ""rs10407850"", ""rs170361"", ""rs332297"", ""rs223819"", ""rs10425166"", ""rs223812"", ""rs10416237"", ""rs7251727"", ""rs57385903"", ""rs332295"", ""rs113982654"", ""rs223820""]",NaN,NaN,Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase,Protein,Direct,2.3,52.6
MAM,LDB3,cis,4.182157964439959e-9,NaN,4.182157964439959e-9,7.146074702459269e-8,NaN,7.146074702459269e-8,10,86668507,86736072,0.004209646172963921,NaN,0.004209646172963921,5.876822667305199,NaN,5.876822667305199,25,0,0,"[""rs2354360"", ""rs2248537"", ""rs11202117"", ""rs10887643"", ""rs11202106"", ""rs12569813"", ""rs2803566"", ""rs1986383"", ""rs10887642"", ""rs2355009"", ""rs7895178"", ""rs67431774"", ""rs4933404"", ""rs2354362"", ""rs11202118"", ""rs2588295"", ""rs10788522"", ""rs1986382"", ""rs11202126"", ""rs61857112"", ""rs2607836"", ""rs2803564"", ""rs61857111"", ""rs11202107"", ""rs10887646""]",String[],NaN,NaN,LIM Domain Binding 3,Protein,Direct,21.66,16.9
MAM,TAF1A,combined,4.669804714563241e-21,NaN,4.669804672816619e-21,2.3279347121519547e-19,NaN,2.3279347121519547e-19,1,222557902,222589933,0.005953336935108774,3.595117305626494e-21,0.005953336935894989,-9.416363724863508,NaN,-9.416363725802523,3,10,13,"[""rs17163203"", ""rs34478208"", ""rs4481859""]","[""rs62294592"", ""rs6601013"", ""rs34421968"", ""rs7708743"", ""rs796291"", ""rs11700621"", ""rs6875473"", ""rs41270829"", ""rs35166820"", ""rs1049532""]",0.9999999989122036,0.036817632477015826,"TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit A",Protein,Direct,5.81,29.3
MAM,BMPR2,combined,3.0109958843416305e-8,NaN,3.010994813015886e-8,4.4944551684236334e-7,NaN,4.4944551684236334e-7,2,202376327,202567751,0.001972761690844569,3.3225632343626862e-18,0.001972761684698055,-5.540796134048463,NaN,-5.540796196349238,4,8,12,"[""rs10182094"", ""rs12693959"", ""rs11674358"", ""rs1521884""]","[""rs62430490"", ""rs3771842"", ""rs11751565"", ""rs73945040"", ""rs759588"", ""rs73207778"", ""rs3763121"", ""rs62430489""]",0.9999999998260903,0.5000012716506076,Bone Morphogenetic Protein Receptor Type 2,Protein,Direct,2.26,74.1
MAM,TEK,combined,2.7384048864532546e-6,NaN,2.7384048864531915e-6,2.9758596492716578e-5,NaN,2.9758596492716578e-5,9,27109141,27230174,0.003518255470632763,4.177061277923813e-33,0.003518255470632763,4.689524618240167,NaN,4.6895246182401715,54,19,73,"[""rs489451"", ""rs536482"", ""rs10120274"", ""rs599312"", ""rs13286917"", ""rs10967639"", ""rs927370"", ""rs2224530"", ""rs10118142"", ""rs566490"", ""rs10967624"", ""rs10757641"", ""rs62542707"", ""rs10967638"", ""rs608416"", ""rs7849248"", ""rs1322049"", ""rs10967767"", ""rs2273723"", ""rs593621"", ""rs633903"", ""rs558931"", ""rs1413827"", ""rs73643119"", ""rs2184438"", ""rs59478807"", ""rs994934"", ""rs7027984"", ""rs10967640"", ""rs664461"", ""rs146856046"", ""rs78855809"", ""rs10117341"", ""rs3780315"", ""rs76360112"", ""rs11791837"", ""rs671804"", ""rs7876024"", ""rs2057363"", ""rs594949"", ""rs1413829"", ""rs7028527"", ""rs542913"", ""rs507441"", ""rs927371"", ""rs2756900"", ""rs595303"", ""rs2273717"", ""rs7037301"", ""rs12352474"", ""rs1885377"", ""rs79059133"", ""rs1413832"", ""rs609766""]","[""rs6785975"", ""rs627032"", ""rs73111959"", ""rs61854764"", ""rs7475348"", ""rs2921438"", ""rs78356356"", ""rs10224597"", ""rs17146424"", ""rs11712880"", ""rs3814184"", ""rs73078332"", ""rs6787022"", ""rs74769472"", ""rs6549297"", ""rs6947686"", ""rs73078336"", ""rs6549296"", ""rs28848310""]",0.9999999999999994,2.379457275465885e-9,TEK Receptor Tyrosine Kinase,Protein,Direct,9.94,56.5
MAM,GNPTAB,combined,0.0012099981845436311,NaN,0.0012099986392359971,0.006754571145368953,NaN,0.006754571145368953,12,101745499,101830959,0.009068932578207338,9.769010515053171e-18,0.009068932605037492,3.236512755774353,NaN,3.2365126485241578,16,4,20,"[""rs11110969"", ""rs7966965"", ""rs10860774"", ""rs10745924"", ""rs76197610"", ""rs4764820"", ""rs73168318"", ""rs7953325"", ""rs67155332"", ""rs1544922"", ""rs10860777"", ""rs11110972"", ""rs4764653"", ""rs7960795"", ""rs145856705"", ""rs73183043""]","[""rs10117375"", ""rs4627045"", ""rs2733541"", ""rs6756513""]",0.8914358491166946,0.5000157355451749,N-Acetylglucosamine-1-Phosphate Transferase Subunits Alpha And Beta,Protein,Direct,3.37,60.3
MAM,TES,trans,NaN,0.0006675278217098539,0.0006675278217098539,NaN,0.004102618154328703,0.004102618154328703,7,116210506,116258783,NaN,0.004666944349763745,0.004666944349763745,NaN,-3.4025801112063743,-3.4025801112063743,0,15,0,String[],"[""rs9855416"", ""rs74335736"", ""rs2520434"", ""rs78111290"", ""rs12571046"", ""rs77192138"", ""rs2520433"", ""rs17645808"", ""rs2526162"", ""rs2106486"", ""rs9869519"", ""rs12572913"", ""rs12940071"", ""rs2526164"", ""rs60618358""]",NaN,NaN,Testin LIM Domain Protein,Protein,Direct,2.19,54.3
MAM,SRR,cis,0.00011196862806719486,NaN,0.00011196862806719486,0.0008572615146461048,NaN,0.0008572615146461048,17,2303383,2325260,0.01580055495624849,NaN,0.01580055495624849,3.8630749659274812,NaN,3.8630749659274812,21,0,0,"[""rs1885987"", ""rs16952025"", ""rs12450028"", ""rs391300"", ""rs72817602"", ""rs61576608"", ""rs3760229"", ""rs8078625"", ""rs3744270"", ""rs12451892"", ""rs9908259"", ""rs8077189"", ""rs7222251"", ""rs34264719"", ""rs36113682"", ""rs216198"", ""rs77393586"", ""rs6503222"", ""rs216223"", ""rs7213791"", ""rs216215""]",String[],NaN,NaN,Serine Racemase,Protein,Direct,3.23,86.3
MAM,ADAMTS7,combined,6.080452267694667e-239,NaN,6.080693372629391e-239,1.3640732575771332e-235,NaN,1.3640732575771332e-235,15,78759206,78811464,0.005994876686205962,9.499405643605151e-16,0.005994876898228057,33.008764835316704,NaN,33.0087636351691,17,19,36,"[""rs113762355"", ""rs56227704"", ""rs8032771"", ""rs11632672"", ""rs7165139"", ""rs8037017"", ""rs8029173"", ""rs4608303"", ""rs4567668"", ""rs62011029"", ""rs12286"", ""rs4628930"", ""rs28661610"", ""rs17832351"", ""rs4132786"", ""rs7169511"", ""rs4533253""]","[""rs7790009"", ""rs11816061"", ""rs2579520"", ""rs112461914"", ""rs36108654"", ""rs73162535"", ""rs35683416"", ""rs10998625"", ""rs62153034"", ""rs34626863"", ""rs538643"", ""rs10232705"", ""rs61729506"", ""rs56205120"", ""rs35773981"", ""rs2579547"", ""rs6737429"", ""rs62153902"", ""rs112933391""]",0.9999999999999987,0.9999999990439079,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 7,Protein,Direct,14.15,8.4
MAM,SMARCA2,trans,NaN,0.00010034240136337157,0.00010034240136337157,NaN,0.0007781119647451969,0.0007781119647451969,9,1980290,2193624,NaN,0.0036274722339846807,0.0036274722339846807,NaN,3.889762440025622,3.889762440025622,0,53,0,String[],"[""rs13409093"", ""rs28534766"", ""rs7242105"", ""rs2400865"", ""rs74633736"", ""rs5027920"", ""rs10269664"", ""rs4240725"", ""rs4354754"", ""rs35713634"", ""rs78749719"", ""rs4842383"", ""rs28449682"", ""rs7131752"", ""rs2268421"", ""rs7570851"", ""rs6934060"", ""rs8086728"", ""rs2574741"", ""rs11675289"", ""rs62285068"", ""rs172782"", ""rs2574748"", ""rs2574736"", ""rs10492006"", ""rs7929313"", ""rs1990801"", ""rs7588924"", ""rs35179461"", ""rs12538223"", ""rs498431"", ""rs11114703"", ""rs1260598"", ""rs12315512"", ""rs35997371"", ""rs12328185"", ""rs55924813"", ""rs2400871"", ""rs76588931"", ""rs4584646"", ""rs11761589"", ""rs7243274"", ""rs62285067"", ""rs143345246"", ""rs57394597"", ""rs1139270"", ""rs686260"", ""rs223861"", ""rs178601"", ""rs4240723"", ""rs34334790"", ""rs55646822"", ""rs10862239""]",NaN,NaN,SWI/SNF Related BAF Chromatin Remodeling Complex Subunit ATPase 2,Protein,Indirect,3.26,56.6
MAM,FRZB,combined,4.7642051522245927e-7,NaN,2.1880397136163387e-7,5.946924761954116e-6,NaN,2.8560920717304543e-6,2,182833275,182866637,0.00793105199920539,0.00027623942299240126,0.007984801708896382,-5.03557340336465,NaN,-5.182608527978289,19,7,26,"[""rs6761415"", ""rs192618"", ""rs184078"", ""rs17356762"", ""rs288304"", ""rs288310"", ""rs288278"", ""rs288335"", ""rs288311"", ""rs288300"", ""rs6716810"", ""rs288259"", ""rs409343"", ""rs288303"", ""rs2971891"", ""rs288285"", ""rs288280"", ""rs288306"", ""rs288309""]","[""rs12893351"", ""rs358736"", ""rs396797"", ""rs6765861"", ""rs35404700"", ""rs6441019"", ""rs358738""]",0.9999999983170752,0.20807077003043392,Frizzled Related Protein,Protein,Indirect,3.51,32.0
MAM,COG6,combined,3.372874637965691e-6,NaN,3.3728746632859194e-6,3.58350817574958e-5,NaN,3.58350817574958e-5,13,39655627,39791665,0.003183940782698036,3.818925877072877e-20,0.0031839407819730043,4.646699788724702,NaN,4.646699787175417,62,4,66,"[""rs9548862"", ""rs12866856"", ""rs9548878"", ""rs4334152"", ""rs7326699"", ""rs4941939"", ""rs9603597"", ""rs4941940"", ""rs9548876"", ""rs4132636"", ""rs4556673"", ""rs9532420"", ""rs4457870"", ""rs4943691"", ""rs9315723"", ""rs9532417"", ""rs7325354"", ""rs4142371"", ""rs9603587"", ""rs9603602"", ""rs4943692"", ""rs9566471"", ""rs4606581"", ""rs4432137"", ""rs12870968"", ""rs7991758"", ""rs7990283"", ""rs4321067"", ""rs4586300"", ""rs12855608"", ""rs12875655"", ""rs9594367"", ""rs7324826"", ""rs9532416"", ""rs4312180"", ""rs4312181"", ""rs7334651"", ""rs9566469"", ""rs9603592"", ""rs9532412"", ""rs7991151"", ""rs7335799"", ""rs9315725"", ""rs6563737"", ""rs7993726"", ""rs9548858"", ""rs10162010"", ""rs7998582"", ""rs1028670"", ""rs4941941"", ""rs9603593"", ""rs9594363"", ""rs6563740"", ""rs9594360"", ""rs7326555"", ""rs4261404"", ""rs7320424"", ""rs9548881"", ""rs4300508"", ""rs9548877"", ""rs34493357"", ""rs6563738""]","[""rs76293020"", ""rs7517729"", ""rs61819242"", ""rs6796705""]",0.999999998915799,0.018798350599644537,Component Of Oligomeric Golgi Complex 6,Protein,Direct,3.09,35.4
MAM,MAP2K1,combined,3.591710693952529e-5,NaN,3.591705343380338e-5,0.00030904456453225516,NaN,0.00030904456453225516,15,66386837,66491544,0.0014888851150530842,4.214491322963574e-17,0.0014888850841397847,4.132287310111638,NaN,4.132287652424318,2,7,9,"[""rs8042593"", ""rs113238971""]","[""rs60907630"", ""rs12678769"", ""rs12155806"", ""rs4809308"", ""rs58430073"", ""rs4265197"", ""rs17697763""]",0.5398086397299662,0.4999861283187813,Mitogen-Activated Protein Kinase Kinase 1,Protein,Direct,5.41,85.9
MAM,YTHDC2,combined,8.381139442872403e-5,NaN,8.381113492613315e-5,0.0006590337139280188,NaN,0.0006590337139280188,5,113513694,113595285,0.0024412390201063376,1.8145253002893296e-16,0.0024412389959217098,-3.9332316548970216,NaN,-3.933232398836622,45,9,54,"[""rs9326897"", ""rs2900072"", ""rs2115216"", ""rs10477495"", ""rs10052077"", ""rs6594690"", ""rs2162847"", ""rs4705547"", ""rs6878282"", ""rs6883441"", ""rs10477494"", ""rs7730532"", ""rs10079895"", ""rs10040516"", ""rs6879633"", ""rs4705826"", ""rs10075927"", ""rs66490974"", ""rs10478133"", ""rs7730802"", ""rs2434664"", ""rs7730557"", ""rs348953"", ""rs57077871"", ""rs10440762"", ""rs4705827"", ""rs348959"", ""rs140286209"", ""rs10079973"", ""rs114959290"", ""rs7731451"", ""rs4428398"", ""rs4705823"", ""rs1552159"", ""rs4463174"", ""rs675353"", ""rs10065676"", ""rs1080858"", ""rs59958489"", ""rs34075952"", ""rs10053582"", ""rs2914200"", ""rs348950"", ""rs113622449"", ""rs10043066""]","[""rs2812347"", ""rs9407021"", ""rs4816431"", ""rs4817487"", ""rs205208"", ""rs7276783"", ""rs2074364"", ""rs2812348"", ""rs550850""]",0.9424654324309644,0.5000382433850793,YTH N6-Methyladenosine RNA Binding Protein C2,Protein,Direct,2.39,48.7
MAM,JAZF1,combined,0.0007264071699981842,NaN,0.000726401267569049,0.004434981256019241,NaN,0.004434981256019241,7,27830573,28180795,0.006062195033456277,1.17604586862272e-15,0.00606219523852374,3.379413292387745,NaN,3.379415526001814,8,28,36,"[""rs849135"", ""rs6958010"", ""rs1708302"", ""rs10486573"", ""rs498475"", ""rs849134"", ""rs1513275"", ""rs13234714""]","[""rs11169760"", ""rs826868"", ""rs56251178"", ""rs1403521"", ""rs76741818"", ""rs826867"", ""rs826845"", ""rs8104971"", ""rs2185596"", ""rs72501372"", ""rs78967224"", ""rs826849"", ""rs1719833"", ""rs75336739"", ""rs2421698"", ""rs3803020"", ""rs826846"", ""rs4768388"", ""rs75588054"", ""rs1095578"", ""rs826882"", ""rs113451974"", ""rs862331"", ""rs112923636"", ""rs826847"", ""rs11169768"", ""rs8100270"", ""rs1523118""]",0.8703979335321175,0.9999999993943961,JAZF Zinc Finger 1,Protein,Indirect,2.5,76.3
MAM,PLPP3,cis,6.344457642258715e-7,NaN,6.344457642258715e-7,7.789446314025691e-6,NaN,7.789446314025691e-6,1,56494761,56645301,0.00254388149621397,NaN,0.00254388149621397,4.980425642607269,NaN,4.980425642607269,30,0,0,"[""rs1933625"", ""rs12133569"", ""rs1695944"", ""rs6659204"", ""rs6656157"", ""rs6663573"", ""rs56845669"", ""rs769977"", ""rs12085101"", ""rs973501"", ""rs12137810"", ""rs10489774"", ""rs17404628"", ""rs1832437"", ""rs6588599"", ""rs6588598"", ""rs61772104"", ""rs12132447"", ""rs1909531"", ""rs12132353"", ""rs12564597"", ""rs904603"", ""rs1695945"", ""rs6663053"", ""rs12125402"", ""rs2192106"", ""rs61772130"", ""rs6588597"", ""rs2192107"", ""rs2098238""]",String[],NaN,NaN,Phospholipid Phosphatase 3,Protein,Direct,7.43,80.1
MAM,ATM,combined,2.0698750536588902e-8,NaN,2.06991991427535e-8,3.19606218425426e-7,NaN,3.19606218425426e-7,11,108223044,108369102,0.002907722194692512,1.9692021602685296e-15,0.002907722141226837,-5.606057263529269,NaN,-5.606053510364659,36,76,112,"[""rs34853844"", ""rs621947"", ""rs724788"", ""rs11212672"", ""rs186591"", ""rs609557"", ""rs7929383"", ""rs601111"", ""rs664677"", ""rs4028262"", ""rs1003624"", ""rs665293"", ""rs1939896"", ""rs654005"", ""rs80068336"", ""rs650173"", ""rs228592"", ""rs7129816"", ""rs592955"", ""rs12575489"", ""rs673281"", ""rs724787"", ""rs645485"", ""rs11212474"", ""rs583725"", ""rs4987982"", ""rs3901851"", ""rs606275"", ""rs172927"", ""rs609261"", ""rs1003623"", ""rs117459716"", ""rs618499"", ""rs4754239"", ""rs1150201"", ""rs172894""]","[""rs57001370"", ""rs2798715"", ""rs2798716"", ""rs1185652"", ""rs2794646"", ""rs35731734"", ""rs9743804"", ""rs1935223"", ""rs770218"", ""rs2378940"", ""rs6705971"", ""rs144476440"", ""rs770214"", ""rs1570131"", ""rs1169475"", ""rs7154632"", ""rs770211"", ""rs10498921"", ""rs770217"", ""rs2794636"", ""rs2488967"", ""rs770207"", ""rs11895341"", ""rs7153523"", ""rs4902546"", ""rs1184913"", ""rs720954"", ""rs36128129"", ""rs2794647"", ""rs809493"", ""rs1177611"", ""rs9891646"", ""rs2777949"", ""rs1578557"", ""rs2769716"", ""rs139193391"", ""rs6714157"", ""rs1446669"", ""rs1169476"", ""rs2028900"", ""rs11895399"", ""rs6751560"", ""rs1169477"", ""rs3755014"", ""rs11247758"", ""rs2995024"", ""rs1891209"", ""rs1341733"", ""rs7140766"", ""rs770190"", ""rs6722691"", ""rs1773062"", ""rs2798743"", ""rs2794645"", ""rs112147438"", ""rs715136"", ""rs13135486"", ""rs12348561"", ""rs10175792"", ""rs8017896"", ""rs9903464"", ""rs13387999"", ""rs28716539"", ""rs10179195"", ""rs10756702"", ""rs8079969"", ""rs1169474"", ""rs2805006"", ""rs59877521"", ""rs1169481"", ""rs16933738"", ""rs2987045"", ""rs770219"", ""rs6792313"", ""rs2794634"", ""rs1386958""]",0.762912232467402,0.9999999993383027,ATM Serine/Threonine Kinase,Protein,Direct,4.66,30.3
MAM,VWF,combined,4.892727247333679e-5,NaN,4.8927270968195684e-5,0.0004037335573561785,NaN,0.0004037335573561785,12,5948877,6124770,0.0015941269210427017,1.4800900925448255e-19,0.0015941269223003363,-4.060693000021571,NaN,-4.060693007203274,8,3,11,"[""rs1558328"", ""rs10849415"", ""rs10744701"", ""rs10774414"", ""rs10774415"", ""rs1558326"", ""rs1558324"", ""rs2363880""]","[""rs10892364"", ""rs12062634"", ""rs735006""]",0.9373379611359521,0.4998484524390205,Von Willebrand Factor,Protein,Direct,16.85,1.0
MAM,TACO1,trans,NaN,0.0009327634105616107,0.0009327634105616107,NaN,0.005417294455213833,0.005417294455213833,17,63600882,63608365,NaN,0.0028492229409154625,0.0028492229409154625,NaN,3.3100588997046483,3.3100588997046483,0,11,0,String[],"[""rs11730111"", ""rs2306252"", ""rs6751177"", ""rs11552301"", ""rs12619305"", ""rs3775122"", ""rs62170268"", ""rs10176827"", ""rs11248060"", ""rs62171311"", ""rs2991320""]",NaN,NaN,Translational Activator Of Cytochrome C Oxidase I,Protein,Direct,2.79,55.0
MAM,SMG6,combined,0.0002558085800363999,NaN,0.0002558085119626543,0.0017924864490457776,NaN,0.0017924864490457776,17,2059839,2303785,0.18464923115324006,5.913022051753047e-17,0.1846492311102759,-3.6563734773746694,NaN,-3.6563735456235693,12,6,18,"[""rs9894634"", ""rs4548913"", ""rs391300"", ""rs12451211"", ""rs216200"", ""rs216195"", ""rs2209073"", ""rs2209072"", ""rs216199"", ""rs216197"", ""rs2957924"", ""rs2019872""]","[""rs75446393"", ""rs12938682"", ""rs77306478"", ""rs17480362"", ""rs117929791"", ""rs2008417""]",0.9637226189319066,0.4999528709035571,SMG6 Nonsense Mediated MRNA Decay Factor,Protein,Direct,4.97,26.7
MAM,CCRL2,cis,1.9157391987024536e-25,NaN,1.9157391987024536e-25,1.2534521932176928e-23,NaN,1.2534521932176928e-23,3,46407166,46412997,0.0011905441038348235,NaN,0.0011905441038348235,-10.424545063041096,NaN,-10.424545063041096,7,0,0,"[""rs11574429"", ""rs113942981"", ""rs112088397"", ""rs3136535"", ""rs3092960"", ""rs113341849"", ""rs113595266""]",String[],NaN,NaN,C-C Motif Chemokine Receptor Like 2,Protein,Indirect,2.32,23.9
