Tissue,Mode,Nsig,gene,pval,fdr,chr,_start,_end
Blood,combined,1,AQP11,2.9500726031200513e-10,6.443158570136437e-9,11,77589391,77610356
Blood,combined,1,INSIG1,0.0026332575319267504,0.013743235378170566,7,155297776,155310235
Blood,cis,1,CEP152,0.0023812603905609135,0.012658795954112184,15,48712928,48811146
Blood,combined,1,RSL24D1,7.807914501420385e-8,1.1604704392575892e-6,15,55180806,55197049
Blood,cis,1,ULK3,2.945880947472552e-11,7.385334997885467e-10,15,74836118,74843346
Blood,combined,1,S100PBP,0.00019406491943627002,0.0013940055976954862,1,32816767,32858875
Blood,trans,1,TOGARAM2,4.490541354059023e-9,8.290131216103805e-8,2,28956611,29052230
Blood,combined,1,UBE2E3,9.390091680956802e-18,4.2757760695359074e-16,2,180967248,181076585
Blood,cis,1,CYP27A1,5.463374448600606e-13,1.5714518559077547e-11,2,218781749,218815293
Blood,combined,1,C2orf68,2.3444359587195246e-7,3.1403744037484193e-6,2,85605254,85612066
Blood,combined,1,HLA-DRB6,5.339799685915764e-5,0.00044364071657834264,6,32552713,32560022
Blood,combined,1,KDM5A,0.0024794681490574177,0.013073006055696638,12,280057,389320
Blood,combined,1,ENPP2,4.7333233630631885e-5,0.00039865220770478153,8,119557086,119673453
Blood,combined,1,HLA-F,1.523887995301623e-20,8.650612964452639e-19,6,29722775,29738528
Blood,combined,1,CHP1P2,1.63812194293604e-16,6.575964694196813e-15,6,160093423,160093993
Blood,cis,1,SIRT1,0.0007879230447970447,0.004814213539713,10,67884656,67918390
Blood,combined,1,FASTKD5,0.00017890025741454442,0.0012936639370375333,20,3146519,3159865
Blood,combined,1,SP4,4.174132625401429e-5,0.00035787007991299277,7,21428043,21514822
Blood,cis,1,CWF19L2,5.2020741131054485e-28,4.965476075664949e-26,11,107326345,107457844
Blood,cis,1,ASCC1,1.543917967445801e-7,2.160144074756416e-6,10,72096032,72217134
Blood,cis,1,SH3BP5L,0.002634315643650574,0.013743235378170566,1,248810446,248825915
Blood,combined,1,RIN1,0.00016812035709247935,0.001228117302434064,11,66330241,66336840
Blood,cis,1,CHD6,0.0025079819796041316,0.013207133546865075,20,41402083,41618384
Blood,combined,1,NRM,0.00030869542155444277,0.0021147523669061935,6,30688047,30691420
Blood,trans,1,MFSD11,1.0677798259753018e-32,1.285926246496985e-30,17,76735865,76781449
Blood,trans,1,CC2D1A,0.001912054269482381,0.010404869643813328,19,13906201,13930879
Blood,combined,1,RAD51C,5.621314543329698e-5,0.0004655286581320469,17,58692573,58735611
Blood,trans,1,OLFM2,0.0013235499935480614,0.007563310517454687,19,9853718,9936515
Blood,combined,1,KLC1,1.1195801406750927e-7,1.613749913939006e-6,14,103561896,103714249
Blood,combined,1,GAK,0.0021521115734760747,0.011574342235594183,4,849276,932373
Blood,combined,1,TREM1,0.002268987680664694,0.01213202292657479,6,41267926,41286682
Blood,trans,1,HAPLN3,6.527716215544908e-5,0.0005293653313625656,15,88877294,88895597
Blood,cis,1,NADSYN1,0.0001281929385068501,0.0009654554094677208,11,71453109,71524107
Blood,combined,1,GKAP1,1.65761101955015e-5,0.00015869224237216405,9,83739425,83829516
Blood,cis,1,NFKBIA,1.9001412929190268e-5,0.00017911646452490546,14,35401513,35404749
Blood,cis,1,CNPY4,6.7733154233273065e-9,1.204951896650862e-7,7,100119634,100125508
Blood,trans,1,ARID2,2.250803074060587e-10,5.026663503006018e-9,12,45729706,45908040
Blood,cis,1,ANXA4,5.869156666823513e-16,2.216070171978305e-14,2,69644425,69827112
Blood,trans,1,PPP2R2B,6.2994791743360986e-21,3.775585518162556e-19,5,146580742,147084784
Blood,trans,1,DIAPH1,0.0008948307301534424,0.005378166412666632,5,141515016,141619055
Blood,trans,1,ENSG00000258486,0.0002322766760360453,0.0016346899221193227,,,
Blood,cis,1,WDR55,1.288813859879005e-304,8.303827699200429e-301,5,140664868,140674124
Blood,cis,1,GAPDH,0.0002436245454083933,0.001705239485134468,12,6534512,6538374
Blood,trans,1,STX3,4.942877868432693e-7,6.2938660289153834e-6,11,59713456,59805882
Blood,cis,1,ZFAND1,1.099067889824088e-10,2.575016150595127e-9,8,81701334,81732903
Blood,combined,1,PRR13,2.647044307327075e-19,1.3809756483922556e-17,12,53441678,53446645
Blood,combined,1,PPP2R1B,2.6138729848501816e-9,4.982598710470331e-8,11,111726908,111766389
Blood,combined,1,ASPH,7.863975996400061e-5,0.0006228402107678971,8,61500556,61714640
Blood,combined,1,TPM3P9,0.0005050381756041771,0.003262116257500855,19,53431984,53444670
Blood,combined,1,ZDHHC8,3.385072124618046e-5,0.00030062053379152897,22,20129456,20148007
Blood,combined,1,RSBN1,2.6418225309480844e-13,7.843902730687954e-12,1,113761832,113812476
Blood,cis,1,ABCD3,0.0017391251649555507,0.009609934337743237,1,94418389,94518666
Blood,trans,1,IGHG3,0.0004339153840042256,0.002845513301922876,14,105764503,105771405
Blood,combined,1,OSGIN2,0.00012013190686598529,0.000912747495209367,8,89901849,89927888
Blood,combined,1,NBR2,3.50414696041473e-27,3.2485207001369934e-25,17,43125551,43153671
Blood,combined,1,STIMATE,0.0008976456089908595,0.0053850693291960985,3,52836219,52897548
Blood,cis,1,MEAF6,1.2882112868360399e-38,1.9761774574010964e-36,1,37489993,37514766
Blood,combined,1,NIT2,5.0043633744923186e-5,0.0004176569070188343,3,100334739,100361635
Blood,combined,1,COG5,3.5437088871229657e-36,5.073803635496282e-34,7,107201372,107564261
Blood,combined,1,ADD1,4.277255408262816e-10,9.050363413936724e-9,4,2843844,2930076
Blood,cis,1,LILRA4,2.12792125335298e-6,2.4244379549696285e-5,19,54333185,54339162
Blood,combined,1,RAP1A,9.996082055792457e-5,0.000777365802352836,1,111542218,111716691
Blood,cis,1,NEO1,9.99524375255896e-10,2.012479859304293e-8,15,73051710,73305205
Blood,combined,1,CENPQ,3.824666455187018e-21,2.358117317777029e-19,6,49463370,49493107
Blood,trans,1,NDUFB9,7.756979616383532e-21,4.564220974279369e-19,8,124539101,124580648
Blood,cis,1,NUTM2B-AS1,3.7499212244473694e-7,4.871117429256936e-6,10,79661394,79826594
Blood,combined,1,MZF1-AS1,0.0012403477312517594,0.007160896444852227,19,58559129,58574797
Blood,combined,1,PTTG1IP,1.7429941240030494e-7,2.4124835963376256e-6,21,44849585,44873903
Blood,combined,1,RECQL,1.3628461976848449e-7,1.929850121249111e-6,12,21468910,21501669
Blood,cis,1,SMARCAD1,2.163265340525447e-9,4.1420263265989466e-8,4,94207611,94291292
Blood,cis,1,FRMD4A,9.603183865308238e-7,1.1608501621797557e-5,10,13643706,14462142
Blood,trans,1,CELF2,0.000585187681082739,0.003717124117485189,10,10798397,11336675
Blood,combined,1,ZNF391,2.5733889919169835e-72,1.1053563516614083e-69,6,27374615,27403908
Blood,combined,1,C3AR1,7.072954964342399e-12,1.8192035463176877e-10,12,8056844,8066359
Blood,trans,1,KCMF1,1.0090702934380615e-5,0.00010033086266391096,2,84971093,85059472
Blood,cis,1,SNAPIN,4.9077655969317945e-5,0.0004111928965023609,1,153658703,153661852
Blood,combined,1,AMIGO1,1.5396794388373003e-14,5.319117761087789e-13,1,109504178,109509738
Blood,combined,1,IL17RC,0.0004298664780396845,0.0028247115940945307,3,9917074,9933630
Blood,combined,1,DGCR8,0.00015438754533300664,0.0011394260648116402,22,20080232,20111877
Blood,cis,1,ACVR1C,3.9054283874345094e-5,0.0003382079986591471,2,157526767,157628864
Blood,combined,1,BTAF1,2.1147719518863418e-5,0.00019565779315783324,10,91923770,92030325
Blood,combined,1,YIPF5,6.798075654704149e-9,1.204951896650862e-7,5,144158162,144170714
Blood,combined,1,MGAT5,3.859444369048435e-5,0.0003358264509824687,2,134119983,134454621
Blood,trans,1,FBXO11,6.333378943079493e-5,0.0005147024044694485,2,47789316,47906498
Blood,cis,1,HBEGF,2.0378494777801243e-5,0.00018960092686407713,5,140332843,140346603
Blood,cis,1,CCHCR1,0.0014779235522437294,0.00829826705630183,6,31142439,31158238
Blood,combined,1,CEP164,2.5378382158945545e-7,3.385360584887912e-6,11,117314557,117413266
Blood,combined,1,PFKL,3.0593593265970195e-23,2.227282727826508e-21,21,44300051,44327376
Blood,cis,1,DNAJB5,0.00010678346019113167,0.0008210093484623644,9,34989641,34998900
Blood,cis,1,WEE1,2.231993881032606e-8,3.6499331409880914e-7,11,9573670,9593457
Blood,trans,1,USO1,4.5616389463204706e-5,0.0003869735316806161,4,75724577,75814286
Blood,cis,1,LHFPL2,1.91733377534912e-5,0.00017994729081681544,5,78485215,78770021
Blood,combined,1,DDX56,8.956299929242442e-22,5.828832368091823e-20,7,44565804,44575051
Blood,cis,1,WAC-AS1,1.4360936388306449e-8,2.4285436522272555e-7,10,28522652,28533066
Blood,combined,1,CYHR1,2.852361750024367e-10,6.304551202540993e-9,8,144449582,144465667
Blood,trans,1,DCK,0.0001960314288894816,0.001405710068263695,4,70992538,71030914
Blood,combined,1,RCE1,0.00023691968672460626,0.0016601126063802481,11,66842835,66846552
Blood,cis,1,CENPU,0.0005981189930414306,0.0037871876856682748,4,184694085,184734130
Blood,combined,1,BLOC1S2,8.926323991046227e-5,0.000703514440052732,10,100273280,100286680
Blood,trans,1,RDH11,0.000327322078162341,0.0022141061938057353,14,67676800,67695793
Blood,combined,1,ANKRD50,0.000998290615379247,0.00591719083246411,4,124664048,124712732
Blood,trans,1,FUBP1,0.0004307238779951898,0.0028274619927896156,1,77944055,77979110
Blood,combined,1,GNLY,0.00028402309568259076,0.0019740680672986934,2,85685175,85698852
Blood,combined,1,SEMA6C,0.0001469389766400569,0.0010894451772317196,1,151131685,151146664
Blood,cis,1,TREML4,5.10669107480664e-5,0.00042564567393246034,6,41228339,41238882
Blood,cis,1,MRPS9,3.9175257406669197e-13,1.136964790410674e-11,2,105038069,105099960
Blood,combined,1,MMP24,0.0001750539372376631,0.0012686979950756617,20,35226690,35276998
Blood,combined,1,ENSG00000108272,6.941122700636272e-6,7.161203217181968e-5,,,
Blood,combined,1,EDEM3,9.291243344762986e-5,0.000729597573068957,1,184690237,184754907
Blood,combined,1,AMPD3,0.0010237068260874904,0.006048377109230864,11,10308313,10507579
Blood,combined,1,SHISA5,0.001118576450541482,0.006525593026412222,3,48467798,48504826
Blood,combined,1,L3HYPDH,5.2714478583324e-7,6.672679479614077e-6,14,59460363,59484408
Blood,combined,1,SLC8B1,1.6216314649250567e-9,3.151786283110751e-8,12,113298759,113359493
Blood,combined,1,DNAJC8,0.0006729511802493549,0.004209538305190867,1,28199456,28233029
Blood,combined,1,PHLPP2,4.6177735325242124e-9,8.476450067263554e-8,16,71637835,71724701
Blood,combined,1,LYNX1,1.1419993576941511e-9,2.292181265303245e-8,8,142771197,142777810
Blood,cis,1,MFSD13A,8.619515139807788e-29,8.610160627252958e-27,10,102461395,102477045
Blood,combined,1,ANAPC4,3.494587799315041e-6,3.835720767607031e-5,4,25377263,25418498
Blood,combined,1,WDR6,0.0013593737303899025,0.007713293654691451,3,49007062,49015953
Blood,combined,1,DYNLL2,4.6027951546154605e-23,3.2768849923963992e-21,17,58083419,58095542
Blood,cis,1,KRT10,4.1793323865329485e-9,7.76006875113308e-8,17,40818117,40822614
Blood,combined,1,NUDT1,0.0015434602259877406,0.008632390829894978,7,2242226,2251146
Blood,combined,1,SZT2,0.0014726955656632053,0.008276246887106282,1,43389882,43454247
Blood,combined,1,FAM43A,8.642317660340132e-8,1.2640738407621218e-6,3,194685883,194689037
Blood,cis,1,USP42,2.511996333162365e-8,4.0361078240810765e-7,7,6104884,6161564
Blood,combined,1,PAIP2B,1.550924785683473e-5,0.00014936640706359798,2,71182738,71227103
Blood,combined,1,MLEC,4.293193395292024e-5,0.00036661424845416184,12,120687149,120701859
Blood,combined,1,NRAV,4.170029388042991e-6,4.496652610403513e-5,12,120488079,120495946
Blood,combined,1,TOR1A,7.964628730391384e-6,8.100410877649862e-5,9,129812942,129824244
Blood,combined,1,DCLRE1B,1.8551853566081626e-20,1.043926740339066e-18,1,113905213,113914086
Blood,combined,1,PLCL1,4.786141747625624e-25,3.978982100638955e-23,2,197804593,198572581
Blood,cis,1,RP11-1101H11,0.0013755329180600035,0.007780439213691079,,,
Blood,combined,1,ATP6V0E2-AS1,0.0012007988936398404,0.0069606363218367,7,149867697,149880610
Blood,trans,1,MRPS22,0.00022910700543864602,0.0016185706535539433,3,139005806,139357223
Blood,combined,1,CCNL1,1.7462111347726457e-6,2.0474683059763706e-5,3,157146508,157160760
Blood,trans,1,PAFAH1B1,0.0018427129516613448,0.01007050716316725,17,2593210,2685615
Blood,cis,1,LARS1,0.00038964688575135725,0.00259616844353257,5,146110566,146182696
Blood,combined,1,FRRS1,7.41036075812088e-5,0.0005931050231623955,1,99703970,99766635
Blood,trans,1,NCF4,0.0009696644640533298,0.005774074068295383,22,36860988,36878017
Blood,combined,1,CORO1C,2.5855622481943274e-16,1.0126916452958085e-14,12,108645109,108731526
Blood,combined,1,RBL2,4.795589514645043e-20,2.6636192450739666e-18,16,53433977,53491648
Blood,combined,1,HPS3,1.6865889412295884e-7,2.349555145587511e-6,3,149129638,149173732
Blood,combined,1,GTF2E2,2.7788904694306356e-6,3.103014089175318e-5,8,30578318,30658236
Blood,trans,1,DMXL1,0.000393660377414814,0.002620200218681453,5,119037772,119249138
Blood,cis,1,UBR7,0.00014456603641980296,0.001075564633548257,14,93207241,93229215
Blood,combined,1,FBN2,4.887128032169586e-89,2.62398049260572e-86,5,128257909,128659185
Blood,cis,1,ARHGEF7,0.0018435764704261637,0.01007050716316725,13,111114559,111305737
Blood,cis,1,TMEM161B-AS1,1.0596746354726201e-13,3.2983012929227494e-12,5,88268891,88439337
Blood,cis,1,ZNF696,1.114213590424369e-7,1.6096139379157422e-6,8,143289676,143299952
Blood,combined,1,VPS53,1.3140328194375495e-16,5.409784955678039e-15,17,508503,721717
Blood,cis,1,TRUB2,0.0015849846247050104,0.008841606871839292,9,128305159,128322447
Blood,cis,1,HMBS,2.268880919211252e-49,4.792917954910852e-47,11,119084866,119093549
Blood,cis,1,USP36,1.0134421839722845e-13,3.16971261715215e-12,17,78787381,78841441
Blood,combined,1,MAP2K1,3.4553793033459375e-5,0.00030539113402782564,15,66386837,66491544
Blood,combined,1,GSE1,0.0003094407143950061,0.0021176065032894576,16,85169525,85676204
Blood,trans,1,MLKL,0.0006299184303474868,0.0039576445116809925,16,74671855,74700960
Blood,trans,1,NDC1,4.700180312659293e-11,1.140612495460031e-9,1,53765478,53838463
Blood,combined,1,IDUA,1.4146136171629458e-16,5.7503829934276184e-15,4,986997,1004564
Blood,combined,1,MAP3K11,1.7153842013500495e-7,2.3845139494432603e-6,11,65597756,65615382
Blood,combined,1,PSMD6-AS2,1.6255613772959736e-5,0.00015597158531523392,3,64004022,64012148
Blood,combined,1,LIMK2,1.4659574044770313e-5,0.00014171454073233798,22,31212239,31280080
Blood,cis,1,MAGEF1,5.561240528642585e-5,0.00046144330619503126,3,184710364,184712064
Blood,combined,1,RABEP1,0.0008656080807760305,0.005224461699709569,17,5282265,5386340
Blood,combined,1,TAF7,3.405354632692659e-11,8.422533550264415e-10,5,141260225,141320784
Blood,trans,1,SMARCA5,1.1850379300055452e-24,9.726368640797105e-23,4,143513702,143557486
Blood,cis,1,ASXL1,6.580181431922032e-10,1.3566754869079568e-8,20,32358330,32439319
Blood,trans,1,MRPL19,1.9217676361030604e-5,0.00018010107460962938,2,75646783,75690851
Blood,combined,1,CTSH,8.584554677098703e-18,3.9366751448076115e-16,15,78921058,78949574
Blood,cis,1,SLC12A7,5.65273652860794e-6,5.931690790524586e-5,5,1050384,1112063
Blood,trans,1,SETBP1,2.1009096888045773e-7,2.831832871332195e-6,18,44680173,45068510
Blood,trans,1,MTURN,1.2504423662287953e-8,2.139867241862451e-7,7,30134986,30162762
Blood,cis,1,TRIM5,1.1405990220333337e-5,0.00011271287575093205,11,5663195,5938619
Blood,cis,1,INTS1,1.8539671377228903e-8,3.086591800606869e-7,7,1470277,1504389
Blood,combined,1,NDE1,1.6676704432132103e-16,6.653437683772832e-15,16,15643267,15734691
Blood,combined,1,EML6,0.0017575148852627953,0.009694934098036796,2,54723499,54972025
Blood,combined,1,PRR12,4.992010165327145e-7,6.343890317287209e-6,19,49591182,49626439
Blood,cis,1,CD300C,0.0013705517066716858,0.0077664596711395535,17,74541073,74546115
Blood,combined,1,HLA-DRB1,0.00014119132979232123,0.001053498272621398,6,32578769,32589848
Blood,combined,1,CDC42SE2,1.4972413929595322e-10,3.451422645738199e-9,5,131245493,131398447
Blood,combined,1,GIGYF1,2.691399826952085e-6,3.0157720147917017e-5,7,100679507,100694250
Blood,combined,1,SDHAF4,0.0009349936441246998,0.005583099211395218,6,70566917,70589569
Blood,combined,1,LGALS8,1.3378448508884967e-7,1.8965327347234971e-6,1,236518000,236552981
Blood,trans,1,H2AC6,0.00031468909930005635,0.0021466827599685157,6,26124145,26139116
Blood,trans,1,LCP1,0.0011142153749861812,0.006511464545157338,13,46125920,46211871
Blood,combined,1,MEOX1,0.0006998311371721363,0.004350228670332923,17,43640389,43661922
Blood,trans,1,CPPED1,2.474484530436452e-5,0.00022582300041929263,16,12659799,12803887
Blood,cis,1,RASGRP1,2.2136856795445744e-7,2.9776152052830256e-6,15,38488103,38565575
Blood,cis,1,PAFAH2,7.063262896296915e-7,8.684847870389509e-6,1,25959767,25998117
Blood,combined,1,LTBP3,1.8701743052961884e-13,5.710679398855766e-12,11,65538559,65558930
Blood,combined,1,DYNLT1,0.00044001974905062376,0.002879682319078892,6,158636474,158644743
Blood,trans,1,DCTN6,0.0006437989682716634,0.004036979807858226,8,30156319,30183639
Blood,trans,1,U2AF1,4.42957256721228e-7,5.662646041775539e-6,21,43092956,43107570
Blood,cis,1,NCALD,4.955083732652737e-6,5.290075308944754e-5,8,101686542,102124907
Blood,combined,1,RHNO1,9.233269068507982e-9,1.605666737068743e-7,12,2876258,2889524
Blood,combined,1,RP11-73M18,3.255732197655855e-11,8.099105782331894e-10,,,
Blood,combined,1,RDX,8.03998114840755e-7,9.810910842076192e-6,11,109864295,110296712
Blood,trans,1,RPL34,1.9329205969883084e-5,0.00018088318673051084,4,108620569,108630412
Blood,combined,1,TXN,0.001307925539890669,0.007480660753878201,9,110243810,110256507
Blood,trans,1,CD19,0.0013310739927905727,0.007579416469774335,16,28931965,28939342
Blood,combined,1,ZNF623,0.0002907965427525807,0.002010303103706532,8,143636019,143656418
Blood,trans,1,PPME1,5.4427414877266446e-8,8.270656463543106e-7,11,74171267,74254703
Blood,cis,1,VARS2,1.0380310397966536e-15,3.821733708234193e-14,6,30914205,30926459
Blood,combined,1,UBA7,4.4539531000934596e-69,1.739201201448616e-66,3,49805209,49813953
Blood,combined,1,EFHC1,3.8045723731345724e-7,4.927208000021317e-6,6,52362123,52529886
Blood,combined,1,NCK1-DT,0.0003810400768856935,0.0025467232573021673,3,136835345,136862618
Blood,combined,1,TRMO,3.331635222147907e-5,0.00029628330898963373,9,97904489,97922516
Blood,combined,1,ZNF638,3.530951406011187e-8,5.528534615957947e-7,2,71276561,71435069
Blood,combined,1,MRPL9,1.6815319837464074e-5,0.00016074348096881466,1,151759647,151763496
Blood,cis,1,HACD4,2.1473263708550845e-5,0.0001980704911584726,9,20999509,21031640
Blood,trans,1,GADD45A,1.8541212501307557e-5,0.00017529131642835596,1,67685201,67688334
Blood,combined,1,SMG9,5.881545854544315e-16,2.216070171978305e-14,19,43727983,43754962
Blood,cis,1,POMZP3,0.0004187235273787624,0.002769851834600992,7,76609986,76627279
Blood,trans,1,PTCD3,0.0003259953140192474,0.0022074490890446777,2,86106223,86142157
Blood,cis,1,XPC,5.7551298461385155e-5,0.0004729630305952864,3,14145147,14178621
Blood,combined,1,HAGH,0.0016235509981422235,0.00904108822906685,16,1795620,1827157
Blood,combined,1,TRAF3IP2-AS1,7.463467214283753e-5,0.0005962445041739642,6,111483511,111598302
Blood,cis,1,LY6G5C,0.00014340049666472553,0.0010681264740009556,6,31676684,31684040
Blood,trans,1,RNPS1,0.0013879330146098366,0.007833948675541985,16,2253116,2268397
Blood,combined,1,RGS12,2.9373755995890707e-5,0.0002628543192798942,4,3293028,3439913
Blood,combined,1,KCNAB1,4.526583860151776e-5,0.00038450608244637244,3,156037701,156539138
Blood,combined,1,PAAF1,0.0007558632866403529,0.0046425426987644425,11,73876699,73931114
Blood,combined,1,LINC00954,9.271211690944265e-8,1.3514573964876448e-6,2,19868860,19885047
Blood,combined,1,FLJ37453,4.0746773595340085e-11,9.925575133261859e-10,1,15834474,15848147
Blood,trans,1,ZMYND8,0.0023862696968770694,0.012669073742325327,20,47209214,47356889
Blood,cis,1,PREPL,2.1150962740094808e-5,0.00019565779315783324,2,44316281,44361862
Blood,combined,1,NCOR1,0.0013406404296604215,0.0076271490404433515,17,16029157,16218185
Blood,combined,1,ITPR3,8.621609370660418e-11,2.049779674360335e-9,6,33620365,33696574
Blood,combined,1,CHPT1,6.091182486641083e-5,0.0004974079690928834,12,101696947,101744140
Blood,cis,1,C9orf78,1.4168383346410199e-63,4.453019214679069e-61,9,129827290,129835863
Blood,combined,1,ZNF587B,2.8458002509929724e-5,0.00025572511920073,19,57819721,57846238
Blood,combined,1,NSUN6,9.807205794460694e-5,0.0007635992749452312,10,18545561,18659285
Blood,combined,1,ZNF814,0.0022713132085875384,0.01213942016004107,19,57848731,57889074
Blood,trans,1,NPR2,6.458716978453824e-7,7.987238674122455e-6,9,35791591,35809732
Blood,combined,1,LRRFIP1,2.4833900843898566e-5,0.00022615523647244505,2,237627587,237813682
Blood,cis,1,IRF1,2.0070035198882286e-10,4.561242920155152e-9,5,132440440,132508719
Blood,combined,1,ZNF252P,0.00016803083377595868,0.001228117302434064,8,144973589,145002895
Blood,cis,1,CLEC10A,0.0021572136049463984,0.011592099463444241,17,7074537,7080307
Blood,combined,1,RP11-347I19,4.819238102499245e-9,8.734442538177256e-8,,,
Blood,combined,1,RBM23,3.1506154943957476e-7,4.159716317703238e-6,14,22893204,22919182
Blood,trans,1,SMARCC2,0.0006005629380547111,0.0037972787143145275,12,56162359,56189567
Blood,combined,1,TGOLN2,0.00011227241065629303,0.0008580915087289395,2,85318020,85328296
Blood,trans,1,RGL1,1.9705522908594998e-6,2.271246584974554e-5,1,183636085,183928532
Blood,cis,1,SPPL3,4.115370091095978e-6,4.4451516340203495e-5,12,120762510,120904358
Blood,cis,1,INSIG2,0.0012969382989014675,0.007424410004284456,2,118088452,118110997
Blood,cis,1,SPATA5L1,2.6771312648358e-17,1.1654565364416932e-15,15,45402336,45421415
Blood,combined,1,PCM1,0.0019664248930768608,0.010666031156428848,8,17922840,18027975
Blood,combined,1,MYBPC3,3.6180209591274368e-6,3.9510015321454364e-5,11,47331406,47352702
Blood,combined,1,DMPK,6.194021761823631e-19,3.0817064112807934e-17,19,45769709,45782552
Blood,combined,1,TK2,0.0010323242719499851,0.006093692427094598,16,66508003,66552544
Blood,trans,1,GOT1,1.3820257658023736e-5,0.00013450743216109808,10,99396870,99430624
Blood,combined,1,DDOST,0.0006825138722507988,0.004263147725556855,1,20651767,20661544
Blood,trans,1,CAMK2G,4.616129718634974e-9,8.476450067263554e-8,10,73812501,73874591
Blood,combined,1,CD151,2.1558924571075538e-38,3.230336553344641e-36,11,832887,839831
Blood,combined,1,TTC19,5.175278641705469e-6,5.457345307266238e-5,17,15999784,16045015
Blood,cis,1,MAN1A2,3.0538127284812363e-10,6.624820003233874e-9,1,117367449,117528872
Blood,combined,1,MS4A4A,1.9132051649109342e-5,0.00017982174876033768,11,60185657,60318080
Blood,combined,1,ARG1,5.549459889085055e-19,2.78250541148575e-17,6,131470832,131584332
Blood,cis,1,MARS2,1.8642596436959902e-6,2.1642206998798674e-5,2,197705369,197708395
Blood,cis,1,MAP4,1.9746259408939035e-5,0.00018451798313530703,3,47850690,48089272
Blood,cis,1,RBM6,2.524342671430382e-102,1.4785763483659956e-99,3,49940007,50100045
LIV,combined,1,HLA-B,0.0005176192204607589,0.003448414944586849,6,31353872,31357188
LIV,combined,1,ENSG00000257877,9.516493751699551e-5,0.0007868754185854672,,,
LIV,combined,1,GLP2R,0.0003088858770671588,0.002223633030251517,17,9822206,9892099
LIV,cis,1,RARRES1,6.367997432176097e-18,2.9119458080388685e-16,3,158696892,158732489
LIV,cis,1,NDUFAF5,2.1938763136971637e-7,3.1108763582113175e-6,20,13785007,13821580
LIV,combined,1,TSFM,7.846590007980124e-6,8.372246162937737e-5,12,57782761,57808071
LIV,cis,1,FNDC1,0.0014306792851193745,0.008269476077339211,6,159169400,159272108
LIV,combined,1,GFPT1,4.720242904572187e-9,8.897082235739966e-8,2,69319780,69387250
LIV,trans,1,AGO4,0.0005108496711625289,0.0034103869835332822,1,35808016,35857890
LIV,combined,1,DHX36,4.5182718390971625e-96,1.8874169884204388e-93,3,154272546,154324487
LIV,trans,1,NDUFAB1,1.6078199846457834e-9,3.24842688662552e-8,16,23581014,23596316
LIV,trans,1,TESK1,0.0009136155338244433,0.005639313774277394,9,35605262,35610041
LIV,cis,1,DCAF16,3.724917277807166e-7,5.108457980992684e-6,4,17800655,17810758
LIV,cis,1,IL12RB1,1.979512378282689e-5,0.0001958728765604177,19,18058995,18098944
LIV,combined,1,ENSG00000179979,0.001197179475703274,0.007097662438231708,,,
LIV,combined,1,MRPL42,0.00012630920796193588,0.001008897649097025,12,93467514,93516214
LIV,combined,1,ENTR1,1.18425528985953e-19,6.183733027050302e-18,9,136401922,136410614
LIV,combined,1,SMG8,4.415933331668795e-5,0.00040362309754145834,17,59209400,59215239
LIV,combined,1,SNX9,1.0919848655935915e-30,9.870010574628392e-29,6,157700387,157945077
LIV,combined,1,RP11-212P7,8.531850862025676e-36,1.0066314211792533e-33,,,
LIV,combined,1,GALC,1.315209602585605e-5,0.00013390001014345826,14,87837820,87993665
LIV,combined,1,CCDC97,1.781335759739982e-19,9.146951994199721e-18,19,41310172,41324873
LIV,combined,1,KIAA1328,8.007944003946575e-8,1.246432870287186e-6,18,36829106,37232172
LIV,cis,1,OCIAD1,0.002542320154239043,0.013559040822608228,4,48805212,48861817
LIV,combined,1,HNF1A-AS1,6.213937795729334e-37,8.070808619394335e-35,12,120941728,120980965
LIV,cis,1,TBRG4,0.0011264853130838444,0.0067667924597838705,7,45100100,45112047
LIV,combined,1,UPB1,0.0006976989428739939,0.004461578345494601,22,24494107,24528390
LIV,cis,1,CRIP3,4.477994480382014e-14,1.5623449816881356e-12,6,43299710,43308826
LIV,combined,1,TRAPPC12,0.0001226503396416761,0.0009837486653221995,2,3379675,3485094
LIV,combined,1,GASK1B,6.18699818826891e-6,6.772396883702852e-5,4,158124474,158173318
LIV,combined,1,POLR2L,0.0001234345922889953,0.0009890126396878095,11,837356,842529
LIV,cis,1,GRK4,4.69338078628624e-15,1.8180675045824592e-13,4,2963571,3040760
LIV,trans,1,PPP2R1A,0.00035176178440272064,0.0024871135131420176,19,52190048,52229518
LIV,combined,1,PLEKHJ1,0.0005110284843325815,0.0034103869835332822,19,2230084,2237704
LIV,combined,1,H2BC12,0.0001174038505116933,0.0009446090127583194,6,27146361,27146855
LIV,combined,1,ZC3H13,1.0442729428617877e-18,5.1076843686303134e-17,13,45954465,46052759
LIV,trans,1,LRRC32,6.810829746532016e-5,0.0005851483299744238,11,76657524,76670747
LIV,combined,1,MTMR12,2.4468796705468613e-5,0.00023651825541264114,5,32226994,32312987
LIV,combined,1,SLC7A9,0.0005115219275467706,0.003410734647179848,19,32830509,32869767
LIV,combined,1,ADCK2,4.023470004582048e-10,8.909276846822368e-9,7,140672945,140696261
LIV,trans,1,BIRC2,8.622219868005549e-9,1.564143547886077e-7,11,102347211,102378670
LIV,trans,1,MAPK6,0.00013247432645576739,0.0010543373788364267,15,51952106,52067375
